source_container,source_path,packaged_path,bytes,sha256
EXP2.zip,mutants/MUTATION_CANDIDATES.json,candidates/manifests/MUTATION_CANDIDATES.json,69825,8cd96aceb4adff70f82fe890ba1386a50f39e28cb5dd57292ea9e3809ffd62a9
EXP2.zip,mutants/MUTATION_PLAN.json,candidates/manifests/MUTATION_PLAN.json,44196,ecf1f61b31c4948a2d87e1d2f54cdfca3f4efde38262eba4dad57fc2ebb72a6f
exp_2_ 3(1).zip,exp_2_/gemma_v42_full_111.zip,original_artifacts/runs/gemma_silentor_partial_run.zip,54582209,72ebca0b084abc8882572e3161ac0403751c5be0a3196416ad6e5b422c1956f9
exp_2_ 3(1).zip,exp_2_/gemma3_12b_track0_full111.zip,original_artifacts/runs/gemma_direct_detector_full111.zip,342147,c4d9bc24470e30eebfdba6d7973232b6a8d572c1c3f52fb75f1639a272991bb7
exp_2_ 3(1).zip,exp_2_/gemma3_12b_trackA_full111 3.zip,original_artifacts/runs/gemma_requirement_list_full111.zip,376603,5833c39701b6b9dd5cc2621a0a2a3429749ad3f50516cdc4bc4e854fc2633e2f
exp_2_ 3(1).zip,exp_2_/gemma3_12b_track0_full111/results.csv,results/gemma/direct_detector/results.csv,425103,8e3c1a76a875fe18d7c6b78038acba803147acb62d7006278a49194961c216d0
exp_2_ 3(1).zip,exp_2_/gemma3_12b_trackA_full111/results.csv,results/gemma/requirement_list/results.csv,512484,c5ca7621e2de6294052c4d7e03682cf90247c2cb712320c7c37ba24857f79bb1
exp_2_ 3(1).zip,exp_2_/gemma_v42_full_111/score_report.md,results/gemma/silentor/score_report.md,104673,1e668354a4b28c22f61b576d03836313d124e258ed54cb200e06146a1262f72e
exp_2_ 3(1).zip,exp_2_/gemma_v42_full_111/shadow_policy_scores.csv,results/gemma/silentor/shadow_policy_scores.csv,5758,74d03d7482083589ce693a352d61511aaf4c08c661fa012b518f0816c6256518
exp_2_ 3(1).zip,exp_2_/gemma_v42_full_111/shadow_policy_report.md,results/gemma/silentor/shadow_policy_report.md,4578,f0e196982d48e1773495b351119b9843eb1b173fca37d8991f7f1dbe3a71b4e1
exp_2_ 3(1).zip,exp_2_/gemma_v42_full_111/invalid_rows_excluded.csv,results/gemma/silentor/invalid_rows_excluded.csv,1516,75f4e6ea144b89f01be514f422fb98068c9ea9f4d765661015407cb5d615a7d3
exp_2_ 3(1).zip,exp_2_/gemma_v42_full_111/shadow_policy_invalid_rows.csv,results/gemma/silentor/shadow_policy_invalid_rows.csv,1500,5dec7f8edd4fc8a38137acaf990975fdfa4b59d647e1705f98bdb5761feb70fc
exp_2_ 3(1).zip,exp_2_/gemma_v42_full_111/diagnostic_localization_trace.csv,results/gemma/silentor/diagnostic_localization_trace.csv,11458,82739a2cd5269c46401656c7f02b4c0e2f3b4ea70af15cff395b3e7081ed8ff4
