source_container,source_path,packaged_path,bytes,sha256
exp_2_ 3(1).zip,exp_2_/gemma_v42_full_111/diagnostic_localization_trace.md,results/gemma/silentor/diagnostic_localization_trace.md,453,15fb0371c2bf0c04ed0461013e7398c85f0157c8649c9b4a7abfd63a1c5f853f
exp_2_ 3(1).zip,exp_2_/gemma_v42_full_111/scores_by_cell.csv,results/gemma/silentor/scores_by_cell.csv,2317,87df77678343e4ae44e6f3f56c12fcae37334798823e8e2d9da84e94ae9ae58f
exp_2_ 3(1).zip,exp_2_/gemma_v42_full_111/scores_by_detectability.csv,results/gemma/silentor/scores_by_detectability.csv,356,645b1f74084bddda1d0f618fbaf9d844b19a4bb1366997b17290dccc90a758fd
exp_2_ 3(1).zip,exp_2_/gemma_v42_full_111/v40_track_scores.csv,results/gemma/silentor/v40_track_scores.csv,1033,a51d59527a4991cb16321001dcc08263f170d9c1b168f57b4a6ee8bdf5759ac6
exp_2_ 3(1).zip,exp_2_/gemma_v42_full_111/detectability_strata_report.md,results/gemma/silentor/detectability_strata_report.md,566,50dca747dd356382b46f70be420f73658b2a3b26b89d1f6f2dc152d2fe1e1a40
exp_2_ 3(1).zip,exp_2_/gemma_v42_full_111/reason_manual_review.csv,results/gemma/silentor/reason_manual_review.csv,7757422,73ff7d2ec5584694dc0f0a3cf6276e35176b2e6278c6ad953434bd5f5bbbec1f
supplied standalone file,Fig_1(1).png,figures/original/pipeline_overview_color.png,1913641,d28313af8b8c99820ef4ff1de3571d5a1884a703fdb27407b19c0fa4681fd9bd
supplied standalone file,algo .png,figures/original/algorithm_block.png,1283644,196fae3100d5a1ca107f52c7c5b4d741ff50ff9e1375188a4149497947160d58
supplied standalone file,injected_bug(1).png,figures/original/mutation_taxonomy.png,1731190,ca0333769ed796ed0d292fb9a65d4f3d92b200f3460b203c7932beeda3906413
EXP2.zip,context_preflight.py,configs_prompts/source/context_preflight.py,4659,ad8b7ea18c45c5793b3c2566c2f9637b839c29793a573a11b0ca2b9c84b1d9fb
EXP2.zip,experiment_configs.py,configs_prompts/source/experiment_configs.py,541,8306def00a3c2ea8730489545fe7b6a9b4e63a9f1f4b77c7d22327ed08ab61a2
EXP2.zip,flow_semantics.py,configs_prompts/source/flow_semantics.py,6791,d516b5ca5721b8aab2b8e9349530e65afaa03c95fa1efdc61316367c0a6a0fb6
EXP2.zip,freeze_manifest.py,configs_prompts/source/freeze_manifest.py,4618,43fc21488344496b49f96963c20649cdcbd9f308e8670f655b70b4e0879c7c92
EXP2.zip,judge_panels.py,configs_prompts/source/judge_panels.py,19622,4f78969d37bb4754bbbf97b2e35c40da6b765671291b6891f0645e0ec25aca30
EXP2.zip,probe_engine.py,configs_prompts/source/probe_engine.py,142587,26f6dc72b03c2304dc440e5251f35ee84fc66295d18aca2ca9c10b4fc93cd9dc
EXP2.zip,probe_forensics.py,configs_prompts/source/probe_forensics.py,7647,fbca3282e6e49d9520a3b0a9b5b3bbeef9edb75a1afd9193883358b10de5ee83
EXP2.zip,probe_roundtrip.py,configs_prompts/source/probe_roundtrip.py,14061,666353d8203e3de47dc1abfb070879b1faa64ae3251a331f354e28d664f07e01
EXP2.zip,probe_schemas.py,configs_prompts/source/probe_schemas.py,14371,c8f24522b3836d45b9b569df467e7c812c3d4735ccacad2bbeec793179f20c0c
EXP2.zip,problem_metadata.py,configs_prompts/source/problem_metadata.py,28157,8383b7dcbffa29b067d0bf1ac4b874d5c3eca026be34d67a25dd1917580e25e1
EXP2.zip,request_identity.py,configs_prompts/source/request_identity.py,2837,34fb66bf9020f6a5cd3806f70a600861e50079e27929d22bcddf39d2653a33db
EXP2.zip,requirement_provider.py,configs_prompts/source/requirement_provider.py,11351,f479eae97abd5ef5a16fbd0903f1d23dd912902b7fc60beaeb0ad793ca1f22bd
EXP2.zip,runtime_context.py,configs_prompts/source/runtime_context.py,4675,16aaa1c764bd7fa7366039a8d8692b82d006f8d69d79df90ae475c0eda829e43
EXP2.zip,shadow_witness_architecture.py,configs_prompts/source/shadow_witness_architecture.py,32565,2bb9060ef87e3b6cf1a613664086a5e9d23815eaa51daef152e26bc81ecea5a3
EXP2.zip,structural_evidence.py,configs_prompts/source/structural_evidence.py,24740,4a56e050c1b14cec8389e6d3f522573e729c3d5a4a0943ed7c7aae285ff0637d
EXP2.zip,track_b.py,configs_prompts/source/track_b.py,87681,9564f4bd4c9d47fff9cef4f02248f42154660c105f8867ff8a3c81c673c2fc6c
EXP2.zip,track_b_localization.py,configs_prompts/source/track_b_localization.py,12704,f4115a570249be477c5155a01931106d727a2143e3aee678eb6ddfc3b991926a
EXP2.zip,configs/prompt_freeze_manifest.json,configs_prompts/configs/prompt_freeze_manifest.json,10746,a2de42a5d73bdae31b868c6dfa98869a766c87470517478a234ca1c002012fa7
EXP2.zip,requirements.txt,original_artifacts/code_files/requirements.txt,41,2ea5cfa8154ee4ebe13324c75cc682cda34795f20254d718be9ab299f918b90c
EXP2.zip,candidate_registry.json,original_artifacts/code_files/candidate_registry.json,19888,5b3c6a2bbc206bca15ce93a901caff65113c4064b768855f19e5f3e67638b5d8
